id,description,mfg,mfg_id,category_id
101481,MDM CONTROL SPIN 2 - BLANK PCB,SAE,,38
101482,MDM RELAY SPIN 2 - BLANK PCB,SAE,,38
101484,Enclosure - 9 Pin Adapter Plate,Precision Design & Machine,FT/9PIN,40
101485,Enclosure - 15 Pin Adapter Plate,Precision Design & Machine,FT/15PIN,40
101486,Enclosure - Aluminum Cable Bracket ,Precision Design & Machine,FT/0099,40
101487,Enclosure End Plate - CAL/QVI - Banana End  - Silked,Rainbow Signs,,40
101488,Enclosure End Plate - CAL/IC/QVI - CBITs End  - Machined,Precision Machine,,40
101489,Enclosure End Plate - CAL/IC - Banana/Ribbon End  - Machined,Precision Machine,,40
101490,Enclosure End Plate - CAL Box - CBITs End - Machined,Precision Machine,,40
101491,Enclosure End Plate - CAL Box - Banana End - Machined,Precision Machine,,40
101492,Enclosure End Plate - UHV - CBITs End  - Machined,Precision Machine,,40
101493,Enclosure End Plate - UHV - Banana End - Machined,Precision Machine,,40
101494,Enclosure End Plate - CAL/QVI - Banana End - Machined,Precision Machine,,40
101495,Enclosure End Plate - MDM - DUT End  - Machined,Precision Machine,,40
101496,Enclosure End Plate - MDM - DUT End  - Silked,Rainbow Signs,,40
101497,Enclosure End Plate - MDM - Test Head End - Machined,Precision Machine,,40
101498,Enclosure End Plate - MDM - Test Head End - Silked,Rainbow Signs,,40
101499,"AC Socket FILTER LINE 15A 1/4"" TERM SHIELD",TE Connectivity Corcom Filters,6609987-1,40
101500,DC Power Connectors 4 PN PANEL MT POWER MINI DIN,Kycon,KPJX-PM-4S,40
101501,"36V Power Supply Foot - BUMPER CYLIN 0.875"" DIA GRAY",Keystone Electronics,725,40
101502,AC MOBO SPIN 9 - BLANK PCB,SAE - Gunbarrel,,38
101504,DIGITAL SPIN 1 - BLANK PCB,Bay Area Circuits,,38
101506,"DIGITAL MULTIMETER, AUTO/MANUAL, 6-1/2",Keysight,34461A,46
101507,"40 Position Header Connector 0.100"" (2.54mm) Through Hole, Right Angle Gold ",Sullins Connector Solutions ,SFH11-PBPC-D20-RA-BK,4
101508,CONN HEADER 34POS 2MM VERT GOLD,"Molex, LLC",878313420,4
101510,RG CAL SPIN 3.2 - BLANK PCB,Bay Area Circuits,,38
101511,Heavy Duty Power Connectors Socket AWG 20-16 Au.75,Anderson Power Products,PM16S1620S32,4
101512,Heavy Duty Power Connectors 3Rx8P MALE CBL CONN HOOD STRAIN RELIEF,Anderson Power Products,PM324MOOLCH,4
101513,Heavy Duty Power Connectors 2Rx8P FEM CABLE CONN RECEPT STRAIN RELIEF,Anderson Power Products,PM216FOOLCH,4
101514,Heavy Duty Power Connectors 2Rx8P CABLE CONN MALE STRAIN RELIEF,Anderson Power Products,PM216MOOLCH,4
101515,"BOX ABS GRAY 3.15""L X 1.58""W - ILT, MUX, ADAPTER, DUT",Hammond Manufacturing,1551KGY,4
101516,Fixed Inductors 10 uH,API Delevan,1641R-103K,6
101517,MANUAL TEST STATION SPIN 4 - BLANK PCB,Bay Area Circuits,,38
101523,Enclosure DC Cable Housing - Blank Enclosure,Hammond Manufacturing,1599BSGY,40
101524,Enclosure AC Cable Housing - Blank Enclosure,Hammond Manufacturing,1599BSGY,40
101525,Enclosure DC Cable Housing - Machined,Precision Machine,,40
101526,Enclosure AC Cable Housing - Machined,Precision Machine,,40
101527,AC MOBO SPIN 10 - BLANK PCB,SAE - Gunbarrel,,38
101528,"24 Positions Header, Shrouded Connector 0.079"" (2.00mm) Through Hole, Right Angle Gold","Molex, LLC",87833-2420,4
101529,"24 Positions Header, Shrouded Connector 0.079"" (2.00mm) Through Hole Gold","Molex, LLC",878312420,4
101530,RES SMD 52.3 OHM 1% 1/4W 1206,Rohm Semiconductor,MCR18ERTF52R3,1
101531,RES SMD 590 OHM 1% 1/4W 1206                          ,Rohm Semiconductor,MCR18ERTF5900,1
101532,RES SMD 1.13K OHM 1% 1/4W 1206,Rohm Semiconductor,MCR18ERTF1131,1
101533,HIGH POWER SPIN 7 - BLANK PCB,SAE,,38
101534,680pF 50V ±10% CERAM X7R,Yageo,CC1206KRX7R9BB681,3
101535,CONN D-SUB RCPT 9POS R/A SOLDER,TE Connectivity,1734354-1,4
101536,SWITCH ROTARY 5POS 500MA 24V,CK,RM105002BCB,30
101537,MOSFET N-CH 50V 0.5A SOT23,Diodes Inc,DMN53D0L-7,27
101538,SWITCH PIANO DIP SPST 50MA 24V,CTS,194-3MST,30
101539,Heavy Duty Power Connectors 2x8 Straight PCB FEMALE No Latch,Anderson Power Products,PM216FBAOOO,4
101540,"37POS D-SUB FEMALE Straight, long body, thru-hole pins",TE Connectivity,5745413-1,4
101541,"CONN HEADR FMALE 26POS .1"" DL AU",Sullins Connector Solutions,SFH11-PBPC-D13-ST-BK,4
101542,SWITCH PIANO DIP SPST 50MA 24V,CTS,194-2MST,4
101543,RES SMD 4.99K OHM 1% 1/4W 0603,Vishay Dale,CRCW06034K99FKEAHP,1
101544,RES SMD 220 OHM 1% 1/4W 0603,Panasonic Electronic Components,ERJ-PA3F2200V,1
101545,CONN D-SUB RCPT 15POS R/A SOLDER,TE Connectivity AMP Connectors,747845-4,4
101546,CONN DIN RCPT 50POS PCB GOLD,Hirose Electric Co Ltd,PCN10-50S-2.54DSA(72),4
101547,CONN DIN HDR 50POS PCB RA GOLD,Hirose Electric Co Ltd,PCN10-50P-2.54DS(72),4
101548,General Purpose Relays Power PCB Relay 8A 12VDC DPDT Sealed,Omron,G2RL24CFDC12,29
101549,"INSERTER/EXTRACTOR .100X.35""",Essentra Components,R11073-093,33
101550,MOSFET N-channel 1500 V 4 A PowerMESH,STMicroelectronics,STFW4N150,27
101551,CONN RCPT 40POS 0.1 GOLD PCB,3M,8540-4500PL,4
101552,CONN D-SUB RCPT 25POS VERT SLDR,Amphenol ICC,D25S24A4GV00LF,4
101553,CONN D-SUB RCPT 37POS VERT SLDR,Amphenol ICC,D37S24A4GV00LF,4
101554,CONN D-SUB RCPT 9POS VERT SOLDER,Amphenol ICC,D09S24A4GV00LF,4
